itinerary_id,flight_number,origin_airport,destination_airport,departure_date_time,arrival_date_time,is_self_transfer
18467-2504030615--32573-1-10968-2504031047,481,ORD,DFW,2025-04-03 08:05:00,2025-04-03 10:47:00,True
18467-2504040745--31679-1-10968-2504041243,6340,YYZ,ATL,2025-04-04 07:45:00,2025-04-04 10:08:00,True
18467-2504040745--31679-1-10968-2504041243,6482,ATL,DFW,2025-04-04 11:22:00,2025-04-04 12:43:00,True
18467-2504040615--31679-1-10910-2504041126,8135,YYZ,ATL,2025-04-04 06:15:00,2025-04-04 08:44:00,True
18467-2504041815--31679-1-10968-2504042357,6768,YYZ,ATL,2025-04-04 18:15:00,2025-04-04 20:39:00,True
18467-2504041815--31679-1-10968-2504042357,6499,ATL,DFW,2025-04-04 22:34:00,2025-04-04 23:57:00,True
18467-2504040745--31679-1-10910-2504041513,6340,YYZ,ATL,2025-04-04 07:45:00,2025-04-04 10:08:00,True
18467-2504040615--31679-1-10910-2504041513,8135,YYZ,ATL,2025-04-04 06:15:00,2025-04-04 08:44:00,True
18467-2504040615--32385-1-10910-2504041126,2662,YYZ,ATL,2025-04-04 06:15:00,2025-04-04 08:44:00,True
18467-2504041815--32385-1-10968-2504042357,2714,YYZ,ATL,2025-04-04 18:15:00,2025-04-04 20:39:00,True
18467-2504041815--32385-1-10968-2504042357,818,ATL,DFW,2025-04-04 22:34:00,2025-04-04 23:57:00,True
18467-2504041720--32573-0-10968-2504042000,1111,YYZ,DFW,2025-04-04 17:20:00,2025-04-04 20:00:00,True
18467-2504040645--32573-0-10968-2504040929,1169,YYZ,DFW,2025-04-04 06:45:00,2025-04-04 09:29:00,True
18467-2504041329--32573-0-10968-2504041614,3993,YYZ,DFW,2025-04-04 13:29:00,2025-04-04 16:14:00,True
18467-2504041514--32573-1-10968-2504041916,3608,YYZ,ORD,2025-04-04 15:14:00,2025-04-04 16:09:00,True
18467-2504041514--32573-1-10968-2504041916,2499,ORD,DFW,2025-04-04 16:45:00,2025-04-04 19:16:00,True
18467-2504040630--32573-1-10968-2504041056,3524,YYZ,ORD,2025-04-04 06:30:00,2025-04-04 07:25:00,True
18467-2504040630--32573-1-10968-2504041056,481,ORD,DFW,2025-04-04 08:15:00,2025-04-04 10:56:00,True
18467-2504041315--32573-1-10968-2504041756,3606,YYZ,ORD,2025-04-04 13:15:00,2025-04-04 14:10:00,True
18467-2504041315--32573-1-10968-2504041756,2257,ORD,DFW,2025-04-04 15:18:00,2025-04-04 17:56:00,True
18467-2504051220--31679-1-10968-2504051646,7789,YYZ,ATL,2025-04-05 12:20:00,2025-04-05 14:37:00,True
18467-2504051220--31679-1-10968-2504051646,6498,ATL,DFW,2025-04-05 15:25:00,2025-04-05 16:46:00,True
18467-2504050745--31679-1-10968-2504051243,6340,YYZ,ATL,2025-04-05 07:45:00,2025-04-05 10:08:00,True
18467-2504050745--31679-1-10968-2504051243,6482,ATL,DFW,2025-04-05 11:22:00,2025-04-05 12:43:00,True
18467-2504051815--31679-1-10968-2504052357,6768,YYZ,ATL,2025-04-05 18:15:00,2025-04-05 20:39:00,True
18467-2504051815--31679-1-10968-2504052357,6499,ATL,DFW,2025-04-05 22:34:00,2025-04-05 23:57:00,True
18467-2504050615--31679-1-10968-2504051243,8135,YYZ,ATL,2025-04-05 06:15:00,2025-04-05 08:46:00,True
18467-2504050615--31679-1-10968-2504051243,6482,ATL,DFW,2025-04-05 11:22:00,2025-04-05 12:43:00,True
18467-2504051220--32385-1-10968-2504051646,2835,YYZ,ATL,2025-04-05 12:20:00,2025-04-05 14:37:00,True
18467-2504051220--32385-1-10968-2504051646,374,ATL,DFW,2025-04-05 15:25:00,2025-04-05 16:46:00,True
18467-2504050615--32385-1-10910-2504051105,2662,YYZ,ATL,2025-04-05 06:15:00,2025-04-05 08:46:00,True
18467-2504050745--32385-1-10968-2504051243,2988,YYZ,ATL,2025-04-05 07:45:00,2025-04-05 10:08:00,True
18467-2504050745--32385-1-10968-2504051243,414,ATL,DFW,2025-04-05 11:22:00,2025-04-05 12:43:00,True
18467-2504051220--32385-1-10910-2504051751,2835,YYZ,ATL,2025-04-05 12:20:00,2025-04-05 14:37:00,True
18467-2504051815--32385-1-10968-2504052357,2714,YYZ,ATL,2025-04-05 18:15:00,2025-04-05 20:39:00,True
18467-2504051815--32385-1-10968-2504052357,818,ATL,DFW,2025-04-05 22:34:00,2025-04-05 23:57:00,True
18467-2504051720--32573-0-10968-2504052000,1111,YYZ,DFW,2025-04-05 17:20:00,2025-04-05 20:00:00,True
18467-2504050645--32573-0-10968-2504050929,1169,YYZ,DFW,2025-04-05 06:45:00,2025-04-05 09:29:00,True
18467-2504051329--32573-0-10968-2504051614,3993,YYZ,DFW,2025-04-05 13:29:00,2025-04-05 16:14:00,True
18467-2504051400--31722-0-10968-2504051634,8130,YYZ,DFW,2025-04-05 14:00:00,2025-04-05 16:34:00,True
18467-2504051940--31722-0-10968-2504052214,8019,YYZ,DFW,2025-04-05 19:40:00,2025-04-05 22:14:00,True
18467-2504050630--32573-1-10968-2504051056,3524,YYZ,ORD,2025-04-05 06:30:00,2025-04-05 07:25:00,True
18467-2504050630--32573-1-10968-2504051056,481,ORD,DFW,2025-04-05 08:15:00,2025-04-05 10:56:00,True
18467-2504050615--32385-1-10910-2504051105,2662,YYZ,ATL,2025-04-05 06:15:00,2025-04-05 08:46:00,True
18467-2504050800--31722-1-10968-2504051322,8533,YYZ,ORD,2025-04-05 08:00:00,2025-04-05 08:55:00,True
18467-2504050800--31722-1-10968-2504051322,307,ORD,DFW,2025-04-05 10:35:00,2025-04-05 13:22:00,True
18467-2504050700--31722-1-10968-2504051322,3449,YYZ,ORD,2025-04-05 07:00:00,2025-04-05 08:03:00,True
18467-2504050700--31722-1-10968-2504051322,307,ORD,DFW,2025-04-05 10:35:00,2025-04-05 13:22:00,True
"18390-2504060700--31954,-31825-2-10968-2504061735",2205,YTZ,YOW,2025-04-06 07:00:00,2025-04-06 07:59:00,True
"18390-2504061155--31954,-31825-2-10968-2504062254",611,ATL,DFW,2025-04-06 21:15:00,2025-04-06 22:54:00,True
"18390-2504060700--31954,-31825-3-10968-2504062358",2205,YTZ,YOW,2025-04-06 07:00:00,2025-04-06 07:59:00,True
18467-2504060615--32385-1-10910-2504061126,2662,YYZ,ATL,2025-04-06 06:15:00,2025-04-06 08:44:00,True
18467-2504061720--32573-0-10968-2504062000,1111,YYZ,DFW,2025-04-06 17:20:00,2025-04-06 20:00:00,True
18467-2504060645--32573-0-10968-2504060929,1169,YYZ,DFW,2025-04-06 06:45:00,2025-04-06 09:29:00,True
18467-2504061329--32573-0-10968-2504061614,3993,YYZ,DFW,2025-04-06 13:29:00,2025-04-06 16:14:00,True
18467-2504061400--31722-0-10968-2504061634,8130,YYZ,DFW,2025-04-06 14:00:00,2025-04-06 16:34:00,True
18467-2504061940--31722-0-10968-2504062214,8019,YYZ,DFW,2025-04-06 19:40:00,2025-04-06 22:14:00,True
18467-2504060630--32573-1-10968-2504061056,3524,YYZ,ORD,2025-04-06 06:30:00,2025-04-06 07:25:00,True
18467-2504060630--32573-1-10968-2504061056,481,ORD,DFW,2025-04-06 08:15:00,2025-04-06 10:56:00,True
18467-2504060900--31722-1-10968-2504061327,1538,YYZ,ORD,2025-04-06 09:00:00,2025-04-06 10:01:00,True
18467-2504060900--31722-1-10968-2504061327,307,ORD,DFW,2025-04-06 10:40:00,2025-04-06 13:27:00,True
18467-2504061100--31722-1-10968-2504061602,5578,YYZ,ORD,2025-04-06 11:00:00,2025-04-06 12:03:00,True
18467-2504061100--31722-1-10968-2504061602,2290,ORD,DFW,2025-04-06 13:15:00,2025-04-06 16:02:00,True
18467-2504060900--31722-1-10968-2504061602,1538,YYZ,ORD,2025-04-06 09:00:00,2025-04-06 10:01:00,True
18467-2504060900--31722-1-10968-2504061602,2290,ORD,DFW,2025-04-06 13:15:00,2025-04-06 16:02:00,True
"18390-2504070700--31954,-31825-2-10968-2504071735",2205,YTZ,YOW,2025-04-07 07:00:00,2025-04-07 07:59:00,True
"18390-2504071155--31954,-31825-2-10968-2504072254",611,ATL,DFW,2025-04-07 21:15:00,2025-04-07 22:54:00,True
18467-2504070615--32385-1-10910-2504071126,2662,YYZ,ATL,2025-04-07 06:15:00,2025-04-07 08:44:00,True
18467-2504071815--32385-1-10968-2504072357,2714,YYZ,ATL,2025-04-07 18:15:00,2025-04-07 20:39:00,True
18467-2504071815--32385-1-10968-2504072357,818,ATL,DFW,2025-04-07 22:34:00,2025-04-07 23:57:00,True
18467-2504070745--32385-1-10910-2504071513,2988,YYZ,ATL,2025-04-07 07:45:00,2025-04-07 10:08:00,True
18467-2504071720--32573-0-10968-2504072000,1111,YYZ,DFW,2025-04-07 17:20:00,2025-04-07 20:00:00,True
18467-2504070645--32573-0-10968-2504070929,1169,YYZ,DFW,2025-04-07 06:45:00,2025-04-07 09:29:00,True
18467-2504071329--32573-0-10968-2504071614,3993,YYZ,DFW,2025-04-07 13:29:00,2025-04-07 16:14:00,True
18467-2504071514--32573-1-10968-2504071916,3608,YYZ,ORD,2025-04-07 15:14:00,2025-04-07 16:09:00,True
18467-2504071514--32573-1-10968-2504071916,2499,ORD,DFW,2025-04-07 16:45:00,2025-04-07 19:16:00,True
18467-2504070630--32573-1-10968-2504071056,3524,YYZ,ORD,2025-04-07 06:30:00,2025-04-07 07:25:00,True
18467-2504070630--32573-1-10968-2504071056,481,ORD,DFW,2025-04-07 08:15:00,2025-04-07 10:56:00,True
18467-2504071315--32573-1-10968-2504071756,3606,YYZ,ORD,2025-04-07 13:15:00,2025-04-07 14:10:00,True
18467-2504071315--32573-1-10968-2504071756,2257,ORD,DFW,2025-04-07 15:18:00,2025-04-07 17:56:00,True
18467-2504081400--32695-0-10968-2504081634,1031,YYZ,DFW,2025-04-08 14:00:00,2025-04-08 16:34:00,True
18467-2504081940--32695-0-10968-2504082214,1033,YYZ,DFW,2025-04-08 19:40:00,2025-04-08 22:14:00,True
18467-2504081400--31722-0-10968-2504081634,8130,YYZ,DFW,2025-04-08 14:00:00,2025-04-08 16:34:00,True
18467-2504080645--32573-0-10968-2504080929,1169,YYZ,DFW,2025-04-08 06:45:00,2025-04-08 09:29:00,True
18467-2504081329--32573-0-10968-2504081614,3993,YYZ,DFW,2025-04-08 13:29:00,2025-04-08 16:14:00,True
18467-2504081329--32593-0-10968-2504081614,4476,YYZ,DFW,2025-04-08 13:29:00,2025-04-08 16:14:00,True
"18188-2504081235--31147,-31825-2-10968-2504082254",611,ATL,DFW,2025-04-08 21:15:00,2025-04-08 22:54:00,True
18467-2504080615--32385-1-10910-2504081105,2662,YYZ,ATL,2025-04-08 06:15:00,2025-04-08 08:44:00,True
18467-2504080745--32385-1-10968-2504081243,2988,YYZ,ATL,2025-04-08 07:45:00,2025-04-08 10:08:00,True
18467-2504080745--32385-1-10968-2504081243,414,ATL,DFW,2025-04-08 11:22:00,2025-04-08 12:43:00,True
18467-2504081220--32385-1-10910-2504081751,2835,YYZ,ATL,2025-04-08 12:20:00,2025-04-08 14:37:00,True
18467-2504081940--32695-0-10968-2504082214,1033,YYZ,DFW,2025-04-08 19:40:00,2025-04-08 22:14:00,True
18467-2504081400--32695-0-10968-2504081634,1031,YYZ,DFW,2025-04-08 14:00:00,2025-04-08 16:34:00,True
18467-2504081720--32573-0-10968-2504082000,1111,YYZ,DFW,2025-04-08 17:20:00,2025-04-08 20:00:00,True
18467-2504080645--32573-0-10968-2504080929,1169,YYZ,DFW,2025-04-08 06:45:00,2025-04-08 09:29:00,True
18467-2504081329--32573-0-10968-2504081614,3993,YYZ,DFW,2025-04-08 13:29:00,2025-04-08 16:14:00,True
18467-2504081100--32695-1-10968-2504081602,4408,YYZ,ORD,2025-04-08 11:00:00,2025-04-08 12:03:00,True
18467-2504081100--32695-1-10968-2504081602,4854,ORD,DFW,2025-04-08 13:15:00,2025-04-08 16:02:00,True
18467-2504081730--32695-1-10968-2504082250,4990,YYZ,ORD,2025-04-08 17:30:00,2025-04-08 18:30:00,True
18467-2504081730--32695-1-10968-2504082250,5521,ORD,DFW,2025-04-08 19:59:00,2025-04-08 22:50:00,True
18467-2504081700--32695-1-10968-2504082245,894,YYZ,YUL,2025-04-08 17:00:00,2025-04-08 18:21:00,True
18467-2504081700--32695-1-10968-2504082245,8813,YUL,DFW,2025-04-08 19:30:00,2025-04-08 22:45:00,True
18467-2504080900--32695-1-10968-2504081602,5143,YYZ,ORD,2025-04-08 09:00:00,2025-04-08 10:01:00,True
18467-2504080900--32695-1-10968-2504081602,4854,ORD,DFW,2025-04-08 13:15:00,2025-04-08 16:02:00,True
18467-2504081618--32695-1-10968-2504082344,4888,YYZ,DEN,2025-04-08 16:18:00,2025-04-08 18:12:00,True
18467-2504081618--32695-1-10968-2504082344,5634,DEN,DFW,2025-04-08 20:44:00,2025-04-08 23:44:00,True
18467-2504081514--32573-1-10968-2504081916,3608,YYZ,ORD,2025-04-08 15:14:00,2025-04-08 16:09:00,True
18467-2504081514--32573-1-10968-2504081916,2499,ORD,DFW,2025-04-08 16:45:00,2025-04-08 19:16:00,True
18467-2504081820--32573-1-10968-2504082326,3610,YYZ,ORD,2025-04-08 18:20:00,2025-04-08 19:15:00,True
18467-2504081820--32573-1-10968-2504082326,2281,ORD,DFW,2025-04-08 20:35:00,2025-04-08 23:26:00,True
18467-2504090615--31679-1-10910-2504091105,8135,YYZ,ATL,2025-04-09 06:15:00,2025-04-09 08:44:00,True
18467-2504090745--31679-1-10968-2504091243,6340,YYZ,ATL,2025-04-09 07:45:00,2025-04-09 10:08:00,True
18467-2504090745--31679-1-10968-2504091243,6482,ATL,DFW,2025-04-09 11:22:00,2025-04-09 12:43:00,True
18467-2504091220--31679-1-10910-2504091751,7789,YYZ,ATL,2025-04-09 12:20:00,2025-04-09 14:37:00,True
18467-2504091815--31679-1-10968-2504092357,6768,YYZ,ATL,2025-04-09 18:15:00,2025-04-09 20:39:00,True
18467-2504091815--31679-1-10968-2504092357,6499,ATL,DFW,2025-04-09 22:34:00,2025-04-09 23:57:00,True
18467-2504090615--32385-1-10910-2504091105,2662,YYZ,ATL,2025-04-09 06:15:00,2025-04-09 08:44:00,True
18467-2504090745--32385-1-10968-2504091243,2988,YYZ,ATL,2025-04-09 07:45:00,2025-04-09 10:08:00,True
18467-2504090745--32385-1-10968-2504091243,414,ATL,DFW,2025-04-09 11:22:00,2025-04-09 12:43:00,True
18467-2504091220--32385-1-10910-2504091751,2835,YYZ,ATL,2025-04-09 12:20:00,2025-04-09 14:37:00,True
18467-2504091815--32385-1-10968-2504092357,2714,YYZ,ATL,2025-04-09 18:15:00,2025-04-09 20:39:00,True
18467-2504091815--32385-1-10968-2504092357,818,ATL,DFW,2025-04-09 22:34:00,2025-04-09 23:57:00,True
18467-2504091720--32573-0-10968-2504092000,1111,YYZ,DFW,2025-04-09 17:20:00,2025-04-09 20:00:00,True
18467-2504090645--32573-0-10968-2504090929,1169,YYZ,DFW,2025-04-09 06:45:00,2025-04-09 09:29:00,True
18467-2504091329--32573-0-10968-2504091614,3993,YYZ,DFW,2025-04-09 13:29:00,2025-04-09 16:14:00,True
18467-2504091940--31722-0-10968-2504092214,8019,YYZ,DFW,2025-04-09 19:40:00,2025-04-09 22:14:00,True
18467-2504091400--31722-0-10968-2504091634,8130,YYZ,DFW,2025-04-09 14:00:00,2025-04-09 16:34:00,True
18467-2504091820--32573-1-10968-2504092326,3610,YYZ,ORD,2025-04-09 18:20:00,2025-04-09 19:15:00,True
18467-2504091820--32573-1-10968-2504092326,2281,ORD,DFW,2025-04-09 20:35:00,2025-04-09 23:26:00,True
18467-2504091514--32573-1-10968-2504092131,3608,YYZ,ORD,2025-04-09 15:14:00,2025-04-09 16:09:00,True
18467-2504091514--32573-1-10968-2504092131,550,ORD,DFW,2025-04-09 18:45:00,2025-04-09 21:31:00,True
18467-2504090630--32573-1-10968-2504091256,3524,YYZ,ORD,2025-04-09 06:30:00,2025-04-09 07:25:00,True
18467-2504090630--32573-1-10968-2504091256,1109,ORD,DFW,2025-04-09 10:15:00,2025-04-09 12:56:00,True
"18390-2504100700--31954,-31825-2-10968-2504101642",2205,YTZ,YOW,2025-04-10 07:00:00,2025-04-10 07:59:00,True
"18390-2504100745--31954,-31825-2-10968-2504102316",611,ATL,DFW,2025-04-10 21:45:00,2025-04-10 23:16:00,True
"18390-2504100645--31954,-31825-2-10968-2504102316",611,ATL,DFW,2025-04-10 21:45:00,2025-04-10 23:16:00,True
18467-2504100745--32385-1-10968-2504101243,2988,YYZ,ATL,2025-04-10 07:45:00,2025-04-10 10:08:00,True
18467-2504100745--32385-1-10968-2504101243,414,ATL,DFW,2025-04-10 11:22:00,2025-04-10 12:43:00,True
18467-2504100615--32385-1-10910-2504101126,2662,YYZ,ATL,2025-04-10 06:15:00,2025-04-10 08:44:00,True
18467-2504101720--32573-0-10968-2504102000,1111,YYZ,DFW,2025-04-10 17:20:00,2025-04-10 20:00:00,True
18467-2504100645--32573-0-10968-2504100929,1169,YYZ,DFW,2025-04-10 06:45:00,2025-04-10 09:29:00,True
18467-2504101329--32573-0-10968-2504101614,3993,YYZ,DFW,2025-04-10 13:29:00,2025-04-10 16:14:00,True
18467-2504101940--31722-0-10968-2504102214,8019,YYZ,DFW,2025-04-10 19:40:00,2025-04-10 22:14:00,True
18467-2504101400--31722-0-10968-2504101634,8130,YYZ,DFW,2025-04-10 14:00:00,2025-04-10 16:34:00,True
18467-2504100630--32573-1-10968-2504101056,3524,YYZ,ORD,2025-04-10 06:30:00,2025-04-10 07:25:00,True
18467-2504100630--32573-1-10968-2504101056,481,ORD,DFW,2025-04-10 08:15:00,2025-04-10 10:56:00,True
18467-2504100900--31722-1-10968-2504101332,1538,YYZ,ORD,2025-04-10 09:00:00,2025-04-10 10:01:00,True
18467-2504100900--31722-1-10968-2504101332,307,ORD,DFW,2025-04-10 10:45:00,2025-04-10 13:32:00,True
18467-2504101100--31722-1-10968-2504101602,5578,YYZ,ORD,2025-04-10 11:00:00,2025-04-10 12:03:00,True
18467-2504101100--31722-1-10968-2504101602,2290,ORD,DFW,2025-04-10 13:15:00,2025-04-10 16:02:00,True
18467-2504110615--31679-1-10910-2504111126,8135,YYZ,ATL,2025-04-11 06:15:00,2025-04-11 08:44:00,True
18467-2504111220--31679-1-10910-2504111751,7789,YYZ,ATL,2025-04-11 12:20:00,2025-04-11 14:37:00,True
18467-2504110745--31679-1-10910-2504111513,6340,YYZ,ATL,2025-04-11 07:45:00,2025-04-11 10:08:00,True
18467-2504110745--31679-1-10910-2504111751,6340,YYZ,ATL,2025-04-11 07:45:00,2025-04-11 10:08:00,True
18467-2504110615--31679-1-10910-2504111751,8135,YYZ,ATL,2025-04-11 06:15:00,2025-04-11 08:44:00,True
18467-2504110745--31679-1-10910-2504112143,6340,YYZ,ATL,2025-04-11 07:45:00,2025-04-11 10:08:00,True
18467-2504112315--31679-2-10910-2504121412,598,YYZ,YUL,2025-04-11 23:15:00,2025-04-12 00:39:00,True
18467-2504112315--31679-2-10910-2504121412,6536,YUL,ATL,2025-04-12 07:14:00,2025-04-12 10:12:00,True
18467-2504111815--31679-1-10910-2504121105,6768,YYZ,ATL,2025-04-11 18:15:00,2025-04-11 20:39:00,True
18467-2504110615--32385-1-10910-2504111126,2662,YYZ,ATL,2025-04-11 06:15:00,2025-04-11 08:44:00,True
18467-2504110745--32385-1-10910-2504111513,2988,YYZ,ATL,2025-04-11 07:45:00,2025-04-11 10:08:00,True
18467-2504111720--32573-0-10968-2504112000,1111,YYZ,DFW,2025-04-11 17:20:00,2025-04-11 20:00:00,True
18467-2504110645--32573-0-10968-2504110929,1169,YYZ,DFW,2025-04-11 06:45:00,2025-04-11 09:29:00,True
18467-2504111329--32573-0-10968-2504111614,3993,YYZ,DFW,2025-04-11 13:29:00,2025-04-11 16:14:00,True
18467-2504111940--31722-0-10968-2504112214,8019,YYZ,DFW,2025-04-11 19:40:00,2025-04-11 22:14:00,True
18467-2504111400--31722-0-10968-2504111634,8130,YYZ,DFW,2025-04-11 14:00:00,2025-04-11 16:34:00,True
18467-2504110630--32573-1-10968-2504111056,3524,YYZ,ORD,2025-04-11 06:30:00,2025-04-11 07:25:00,True
18467-2504110630--32573-1-10968-2504111056,481,ORD,DFW,2025-04-11 08:15:00,2025-04-11 10:56:00,True
18467-2504111820--32573-1-10968-2504112326,3610,YYZ,ORD,2025-04-11 18:20:00,2025-04-11 19:15:00,True
18467-2504111820--32573-1-10968-2504112326,2281,ORD,DFW,2025-04-11 20:35:00,2025-04-11 23:26:00,True
18467-2504110615--32385-1-10910-2504111126,2662,YYZ,ATL,2025-04-11 06:15:00,2025-04-11 08:44:00,True
18467-2504111514--32573-1-10968-2504112326,3608,YYZ,ORD,2025-04-11 15:14:00,2025-04-11 16:09:00,True
18467-2504111514--32573-1-10968-2504112326,2281,ORD,DFW,2025-04-11 20:35:00,2025-04-11 23:26:00,True
18467-2504121400--32695-0-10968-2504121634,1031,YYZ,DFW,2025-04-12 14:00:00,2025-04-12 16:34:00,True
18467-2504121940--32695-0-10968-2504122214,1033,YYZ,DFW,2025-04-12 19:40:00,2025-04-12 22:14:00,True
18467-2504121329--32593-0-10968-2504121614,4476,YYZ,DFW,2025-04-12 13:29:00,2025-04-12 16:14:00,True
18467-2504121220--31679-1-10968-2504121646,7789,YYZ,ATL,2025-04-12 12:20:00,2025-04-12 14:37:00,True
18467-2504121220--31679-1-10968-2504121646,6498,ATL,DFW,2025-04-12 15:25:00,2025-04-12 16:46:00,True
18467-2504120615--31679-1-10910-2504121105,8135,YYZ,ATL,2025-04-12 06:15:00,2025-04-12 08:46:00,True
18467-2504120745--31679-1-10968-2504121243,6340,YYZ,ATL,2025-04-12 07:45:00,2025-04-12 10:08:00,True
