Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Luce County Airport,,KERY,US,Newberry,,46.31214,-85.45449,America/Detroit,
Luke Air Force Base,LUF,KLUF,US,Glendale,PHX,33.53339,-112.37908,America/Phoenix,
Lumberton Regional Airport,LBT,KLBT,US,Lumberton,LBT,34.61391,-79.06006,America/New_York,
Luray Caverns Airport,,KLUA,US,,,38.66763,-78.49776,America/New_York,
Lusk Municipal Airport,LSK,KLSK,US,Lusk,,42.75383,-104.40688,America/Denver,
Luverne Municipal Airport,,KLYV,US,Luverne,,43.61667,-96.21778,America/Chicago,
Lyman Clayton Airport,OLF,KOLF,US,Wolf Point,OLF,48.09446,-105.57555,America/Denver,
Lynchburg Regional Airport,LYH,KLYH,US,Lynchburg,LYH,37.32606,-79.2045,America/New_York,842.0
Lyons-Rice County Municipal Airport,LYO,KLYO,US,Lyons,,38.3455,-98.22705,America/Chicago,
M. Graham Clark Downtown Airport,PLK,KPLK,US,Branson / Hollister,,36.6234,-93.22648,America/Chicago,
Mac Crenshaw Memorial Airport,,KPRN,US,Greenville,,31.84771,-86.61434,America/Chicago,
"Macdill Air Force Base, Fl.",MCF,KMCF,US,Tampa,TPA,27.84934,-82.52121,America/New_York,
Machias Valley Airport,MVM,KMVM,US,Machias,,44.7004,-67.47599,America/New_York,
Mackall Army Airfield,HFF,KHFF,US,Hoffman,,35.03097,-79.50276,America/New_York,
Mackinac Island Airport,MCD,KMCD,US,Mackinac Island,MCD,45.86444,-84.63552,America/Detroit,
Macomb Municipal Airport,MQB,KMQB,US,Macomb,,40.51749,-90.65605,America/Chicago,
Macon County Airport,,,US,Franklin,,35.2225,-83.41917,America/New_York,
Macon Downtown Airport,MAC,KMAC,US,Macon,MCN,32.82566,-83.56611,America/New_York,
Madera Municipal Airport,MAE,KMAE,US,Madera,MAE,36.9855,-120.11294,America/Los_Angeles,
Madigan Hospital Heliport,GRF,KGRF,US,Fort Lewis/Tacoma,TIW,47.10399,-122.54151,America/Los_Angeles,
Madison County Airport,,,US,,,30.44283,-83.31552,America/New_York,
Madison County Executive Airport,,KMDQ,US,Huntsville,HSV,34.86139,-86.55722,America/Chicago,
Madison County Airport,,KUYF,US,London,CMH,39.93364,-83.46381,America/New_York,
Madison Airport,,,US,Richmond,,37.629706,-84.330551,America/New_York,
Madison-Lac Qui Parle County Airport,,KDXX,US,Louisburg,,44.98607,-96.17782,America/Chicago,
Madison Municipal Airport,MDN,KIMS,US,Madison,,38.76019,-85.46173,America/Indiana/Indianapolis,
Madison Municipal Airport,XMD,KMDS,US,Madison,,44.01433,-97.08668,America/Chicago,
Madras Municipal Airport,MDJ,,US,Madras,,44.66536,-121.15065,America/Los_Angeles,
Magnolia Municipal Airport,AGO,KAGO,US,Magnolia,,33.22802,-93.21811,America/Chicago,
Mahlon Sweet Field Airport,EUG,KEUG,US,Eugene,EUG,44.11997,-123.21424,America/Los_Angeles,3311.0
Majors Airport,GVT,KGVT,US,Greenville,GVT,33.06789,-96.06553,America/Chicago,
Malad City Airport,MLD,KMLD,US,Malad City,,42.17075,-112.28913,America/Boise,
Malcolm McKinnon Airport,SSI,KSSI,US,St Simons Island,SSI,31.15646,-81.38769,America/New_York,
Malden Regional Airport,MAW,KMAW,US,Malden,,36.59939,-89.99119,America/Chicago,
Malmstrom Air Force Base,GFA,KGFA,US,Great Falls,GTF,47.50468,-111.18859,America/Denver,
Malone-Dufort Airport,,KMAL,US,Malone,,44.84941,-74.32813,America/New_York,
Malta Airport,MLK,LMMM,US,Malta,,48.36831,-107.91272,America/Denver,
Mammoth Lakes Airport,MMH,KMMH,US,Mammoth Lakes,MMH,37.62382,-118.83957,America/Los_Angeles,
Manassas Regional Airport,MNZ,KHEF,US,Manassas,MNZ,38.72577,-77.51257,America/New_York,
Manatee Airport,MZE,,US,Tampa,TPA,27.64272,-82.52164,America/New_York,
Manchester Airport,MHT,KMHT,US,Manchester,MHT,42.92778,-71.4372,America/New_York,2086.0
Manhattan Regional Airport,MHK,KMHK,US,Manhattan,MHK,39.13711,-96.67161,America/Chicago,749.0
Manila Municipal Airport,MXA,KMXA,US,Manila,PGR,35.88967,-90.15591,America/Chicago,
Manistee County-Blacker Airport,MBL,KMBL,US,Manistee,MBL,44.27501,-86.25436,America/Detroit,
Manitowoc County Airport,MTW,KMTW,US,Manitowoc,MTW,44.12278,-87.68342,America/Chicago,
Mankato Airport,,KTKO,US,Mankato,,39.80416,-98.21836,America/Chicago,
Mankato Regional Airport,MKT,KMKT,US,Mankato,MKT,44.22164,-93.91874,America/Chicago,
Manley Hot Springs Airport,MLY,PAML,US,Manley Hot Springs,MLY,64.9975,-150.64389,America/Anchorage,
Manokotak Airport,KMO,PAMB,US,Manokotak,KMO,58.98897,-159.04997,America/Anchorage,
Mansfield Lahm Regional Airport,MFD,KMFD,US,Mansfield,MFD,40.82142,-82.51664,America/New_York,
Manti-Ephraim Airport,NTJ,,US,Manti,,39.32799,-111.61491,America/Denver,
Maple Lake Municipal Airport,,KMGG,US,Maple Lake,,45.23599,-93.98559,America/Chicago,
Maquoketa Municipal Airport,,KOQW,US,Maquoketa,,42.05205,-90.74083,America/Chicago,
Marana Regional Airport,AVW,KAVQ,US,Marana,TUS,32.40618,-111.21742,America/Phoenix,
Marble Canyon Airport,MYH,,US,Marble Canyon,,36.81323,-111.64177,America/Phoenix,
March Air Reserve Base,RIV,KRIV,US,Riverside,RAL,33.89267,-117.26081,America/Los_Angeles,
Marco Island Airport,MRK,KMKY,US,Marco Island,MRK,26.00036,-81.67474,America/New_York,
Marfa Municipal Airport,MRF,KMRF,US,Marfa,MRF,30.36808,-104.01087,America/Chicago,
Marianna Municipal Airport,,KMAI,US,Marianna,,30.83561,-85.1858,America/Chicago,
"Marietta, Cobb County-McCollum Field Airport",,KRYY,US,Atlanta,MGE,34.01306,-84.59861,America/New_York,
Marina Municipal Airport,OAR,KOAR,US,Marina,SNS,36.68083,-121.76366,America/Los_Angeles,
Marine Corps Air Station Beaufort,,,US,Hilton Head,HHH,32.47741,-80.72316,America/New_York,
Marine Corps Air Station Kaneohe Bay,NGF,PHNG,US,Kaneohe,NGF,21.45045,-157.768,Pacific/Honolulu,
Marion County / Dunnellon Airport,,,US,Ocala,OCF,29.06404,-82.37644,America/New_York,
Marion County Airport,APT,KAPT,US,Jasper,APT,35.0598,-85.58468,America/Chicago,
Marion County Airport,,KMAO,US,Mullins,FLO,34.18331,-79.33472,America/New_York,
Marion County - Rankin Fite Airport,HAB,KHAB,US,Hamilton,,34.11727,-87.99597,America/Chicago,
Marion County Regional Airport,FLP,KFLP,US,Flippin,,36.29146,-92.58905,America/Chicago,
Marion Municipal Airport,MNN,KMNN,US,Marion,MNN,40.61659,-83.06847,America/New_York,
Marion Municipal Airport,MZZ,KMZZ,US,Marion,MZZ,40.49161,-85.67446,America/Indiana/Indianapolis,
Mariposa-Yosemite Airport,RMY,KMPI,US,Mariposa,WCC,37.50978,-120.0393,America/Los_Angeles,
Marksville Municipal Airport,,KMKV,US,Marksville,,31.09411,-92.07138,America/Chicago,
Marlboro County Jetport - HE Avent Field,BTN,KBBP,US,Bennettsville,,34.62071,-79.73311,America/New_York,
Marlboro Airport,MXG,,US,Marlborough,MXG,42.34326,-71.51127,America/New_York,
Marshall Army Airfield,FRI,KFRI,US,Fort Riley (Junction City),MHK,39.05528,-96.76445,America/Chicago,
Marshall County Airport,,,US,,,41.02138,-89.38729,America/Chicago,
Marshall County Airport,,KMPG,US,Moundsville,HLG,39.87943,-80.73989,America/New_York,
Marshall Don Hunter Sr. Airport,MLL,PADM,US,Marshall,MLL,61.86457,-162.03144,America/Nome,
Marshall Memorial Municipal Airport,MHL,KMHL,US,Marshall,,39.09708,-93.19867,America/Chicago,
"Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field",MML,KMML,US,Marshall,MML,44.45,-95.81667,America/Chicago,
Marshalltown Municipal Airport,MIW,KMIW,US,Marshalltown,MIW,42.10925,-92.91562,America/Chicago,
Marshfield Airport,,KGHG,US,Marshfield,MQI,42.09816,-70.67143,America/New_York,
Marshfield Municipal Airport,MFI,KMFI,US,Marshfield,,44.64041,-90.18816,America/Chicago,
Martha's Vineyard Airport,MVY,KMVY,US,Martha's Vineyard,MVY,41.39016,-70.61265,America/New_York,
Martin County Airport,,KMCZ,US,Williamston,,35.86005,-77.17814,America/New_York,
Martin State Airport,MTN,KMTN,US,Baltimore,BWI,39.32566,-76.41357,America/New_York,
Martindale Army Heliport,MDA,KMDA,US,San Antonio,SAT,29.43134,-98.37807,America/Chicago,
Marysville Municipal Airport,,KMYZ,US,Marysville,,39.85417,-96.63021,America/Chicago,
Mason City Municipal Airport,MCW,KMCW,US,Mason City,MCW,43.15339,-93.33566,America/Chicago,
Mason County Airport,,,US,,,38.91472,-82.09861,America/New_York,
Mason County Airport,LDM,KLDM,US,Ludington,,43.95831,-86.41084,America/Detroit,
Mason Jewett Field,,KTEW,US,Mason,LAN,42.56379,-84.42385,America/Detroit,
Massena International Airport-Richards Field,MSS,KMSS,US,Massena,MSS,44.9333,-74.84298,America/New_York,
Mathis Field,SJT,KSJT,US,San Angelo,SJT,31.3585,-100.50287,America/Chicago,653.0
Maury County Airport,MRC,KMRC,US,Columbia/Mount Pleasant,MRC,35.55475,-87.18233,America/Chicago,
Maverick County Memorial International Airport,EGP,,US,Eagle Pass,EGP,28.85956,-100.52276,America/Chicago,
Maxson Airfield,AXB,,US,Alexandria Bay,,44.3134,-75.89892,America/New_York,
Maxwell Air Force Base / Montgomery,MXF,KMXF,US,Montgomery,MGM,32.38333,-86.36667,America/Chicago,
May Creek Airport,MYK,,US,May Creek,,61.3321,-142.68011,America/Anchorage,
MBS International Airport,MBS,KMBS,US,Saginaw,MBS,43.53211,-84.0877,America/Detroit,925.0
Mc Clellan Airfield,MCC,KMCC,US,Sacramento,SAC,38.66671,-121.39621,America/Los_Angeles,
Mc Comb/Pike County Airport/John E Lewis Field,MCB,KMCB,US,McComb,MCB,31.18281,-90.4723,America/Chicago,
Mc Connell Air Force Base,IAB,KIAB,US,Wichita,ICT,37.63045,-97.26064,America/Chicago,
Mc Curtain County Regional Airport,,,US,,,33.90917,-94.85917,America/Chicago,
Mc Elroy Airfield,,,US,,,40.05361,-106.36889,America/Denver,
Mc Kellar-Sipes Regional Airport,MKL,KMKL,US,Jackson,MKL,35.60239,-88.92145,America/Chicago,177.0
Mc Minnville Municipal Airport,,KMMV,US,Mc Minnville,HIO,45.19837,-123.13844,America/Los_Angeles,
Mc Pherson Airport,MPR,KMPR,US,Mc Pherson,,38.35855,-97.68742,America/Chicago,
McAlester Regional Airport,MLC,KMLC,US,Mc Alester,MLC,34.88505,-95.78439,America/Chicago,
McAllen Miller International Airport,MFE,KMFE,US,Mc Allen,MFE,26.17591,-98.23862,America/Chicago,1921.0
McCall Airport,MYL,KMYL,US,McCall,,44.89434,-116.1004,America/Boise,
McCampbell-Porter Airport,,KTFP,US,Ingleside,,27.9130001068,-97.2115020752,America/Chicago,
Harry Reid International Airport,LAS,KLAS,US,Las Vegas,LAS,36.08521,-115.15068,America/Los_Angeles,33494.0
McCarthy Airport,MXY,PAMX,US,Mccarthy,,61.42861,-142.92667,America/Anchorage,
McChord Field Airport (Joint Base Lewis-McChord),TCM,KTCM,US,Tacoma,TIW,47.13744,-122.48175,America/Los_Angeles,
McClellan-Palomar Airport,CLD,KCRQ,US,Carlsbad,SAN,33.12809,-117.28115,America/Los_Angeles,
McCook Ben Nelson Regional Airport,MCK,KMCK,US,McCook,MCK,40.20611,-100.5921,America/Chicago,
McDonnell Douglas Space Systems Heliport,,KSLI,US,Santa Ana,SNA,33.74724,-118.03534,America/Los_Angeles,
McEntire Air National Guard Weather Facility Base,MMT,KMMT,US,Eastover,SSC,33.91667,-80.8,America/New_York,
McGhee Tyson Airport,TYS,KTYS,US,Knoxville,TYS,35.80673,-83.99115,America/New_York,7833.0
McGrath Airport,MCG,PAMC,US,McGrath,MCG,62.95278,-155.60556,America/Anchorage,54.0
McGuire Air Force Base,WRI,KWRI,US,Wrightstown,WRI,40.01567,-74.59293,America/New_York,
McKinley National Park Airport,MCL,PAIN,US,Denali Park,,63.7325,-148.91056,America/Anchorage,
McKinney Municipal Airport,,KTKI,US,Greenville,GVT,33.18039,-96.59055,America/Chicago,
McMinn County Airport,MMI,KMMI,US,Athens,,35.39853,-84.56008,America/New_York,
McNary Field,SLE,KSLE,US,Salem,SLE,44.90984,-123.00176,America/Los_Angeles,
McVille Airport,,,US,Pittsburgh,PIT,40.73528,-79.59923,America/New_York,
Meade Municipal Airport,,KMEJ,US,Meade,,37.2769012451,-100.3560028076,America/Chicago,
Meadow Lake Airport,,KFLY,US,Colorado Springs,COS,38.94588,-104.57321,America/Denver,
Meadows Field Airport,BFL,KBFL,US,Bakersfield,BFL,35.43329,-119.0576,America/Los_Angeles,1313.0
Mecklenburg-Brunswick Regional Airport,,KAVC,US,Brodnax,,36.6882,-78.05444,America/New_York,
Meeker Airport,,KEEO,US,Meeker,,40.04858,-107.88646,America/Denver,
Mefford Field,TLR,KTLR,US,Tulare,TLR,36.15591,-119.32829,America/Los_Angeles,
Mekoryuk Airport,MYU,PAMY,US,Mekoryuk,MYU,60.37139,-166.27056,America/Nome,
Melbourne International Airport,MLB,KMLB,US,Melbourne,MLB,28.10278,-80.64583,America/New_York,1368.0
Melfa / Accomack Airport,MFV,KMFV,US,,,37.65,-75.76667,America/New_York,
Mellon Ranch Airport,VDU,,US,,,28.28084,-97.21138,America/Chicago,
Memorial Field Airport,HOT,KHOT,US,Hot Springs,HOT,34.47787,-93.09601,America/Chicago,177.0
Memphis International Airport,MEM,KMEM,US,Memphis,MEM,35.04218,-89.98157,America/Chicago,10496.0
Mena Intermountain Municipal Airport,UMZ,KMEZ,US,Mena,,34.54844,-94.20799,America/Chicago,
Menominee-Marinette Twin County Airport,MNM,KMNM,US,Menominee,MNM,45.12631,-87.63911,America/Menominee,
Menomonie Municipal Airport,,KLUM,US,Menomonie,EAU,44.89222,-91.86778,America/Chicago,
Merced Municipal Airport,MCE,KMCE,US,Merced,MCE,37.28439,-120.51464,America/Los_Angeles,
Mercer County Airport,BLF,KBLF,US,Bluefield,,37.29567,-81.2076,America/New_York,
Mercer County Regional Airport,,KHZE,US,Hazen,,47.29043,-101.57851,America/North_Dakota/Beulah,
Meriden Markham Municipal Airport,,KMMK,US,Meriden,HFD,41.5106,-72.82935,America/New_York,
Merkel Field Sylacauga Municipal Airport,,KSCD,US,Sylacauga,,33.17341,-86.29888,America/Chicago,
Merle K. (Mudhole) Smith Airport,CDV,PACV,US,Cordova,CDV,60.49167,-145.4775,America/Anchorage,457.0
Merrill Field Airport,MRI,PAMR,US,Anchorage,ANC,61.21717,-149.83797,America/Anchorage,
Merrill Municipal Airport,RRL,KRRL,US,Merrill,,45.19888,-89.70498,America/Chicago,
Merritt Island Airport,COI,KCOI,US,Merritt Island,TIX,28.34167,-80.68505,America/New_York,
Mertarvik Quarry Road Landing Strip,,PFME,US,Mertarvik,,60.818385,-164.519013,America/Nome,
Mesa Del Rey Airport,KIC,KKIC,US,King City,KIC,36.22809,-121.12227,America/Los_Angeles,
Mesquite Metro Airport,,KHQZ,US,Mesquite,DFW,32.74694,-96.53028,America/Chicago,
Mesquite Airport,MFH,,US,Mesquite,,36.8328,-114.05771,America/Los_Angeles,
Metlakatla Seaplane Base,MTM,PAMM,US,Metlakatla,MTM,55.13083,-131.57806,America/Metlakatla,
Metro Field Airport,MTX,,US,Fairbanks,FAI,64.80806,-147.76024,America/Anchorage,
Metropolis Municipal Airport,,,US,Paducah,PAH,37.18522,-88.74954,America/Chicago,
Mettel Field Airport,CEV,KCEV,US,Connersville,RID,39.69687,-85.13492,America/Indiana/Indianapolis,
Metter Municipal Airport,,KMHP,US,Metter,TBR,32.37268,-82.07933,America/New_York,
Mexia Limestone County Airport,,KLXY,US,Mexia,,31.639799118,-96.5147018433,America/Chicago,
Mexico Memorial Airport,,KMYJ,US,Mexico,COU,39.15796,-91.82207,America/Chicago,
Meyers Chuck Seaplane Base,WMK,,US,Meyers Chuck,WMK,55.74132,-132.2592,America/Juneau,
Miami Executive Airport,TMB,KTMB,US,Miami,MIA,25.64816,-80.43228,America/New_York,
Miami International Airport,MIA,KMIA,US,Miami,MIA,25.79343,-80.29005,America/New_York,88430.0
Miami Municipal Airport,MIO,KMIO,US,Miami,JLN,36.90768,-94.88982,America/Chicago,
Miami-Opa Locka Executive Airport,OPF,KOPF,US,Miami,MIA,25.90732,-80.27894,America/New_York,135.0
Miami Seaplane Base,MPB,,US,Miami,MIA,25.78369,-80.17778,America/New_York,
Miami University Airport,OXD,KOXD,US,Oxford,OXD,39.50727,-84.78263,America/New_York,
Michael Army Airfield (Dugway Proving Ground),DPG,KDPG,US,Dugway Proving Ground,,40.18897,-112.91896,America/Denver,
Michigan City Municipal Airport-Phillips Field,MGC,KMGC,US,Michigan City,MGC,41.70419,-86.8234,America/Chicago,
Mid-State Airport,PSB,KPSB,US,Philipsburg,SCE,40.88622,-78.08418,America/New_York,
Mid Valley Airport,,,US,Harlingen,HRL,26.1779,-97.97192,America/Chicago,
Mid-Way Regional Airport,,KJWY,US,Midlothian/Waxahachie,,32.45583,-96.91222,America/Chicago,
MidAmerica St. Louis Airport,BLV,KBLV,US,Belleville,BLV,38.54502,-89.84693,America/Chicago,
Middle Georgia Regional Airport,MCN,KMCN,US,Macon,MCN,32.69625,-83.64199,America/New_York,
Middle Peninsula Regional Airport,,KFYJ,US,Shacklefords,,37.52098,-76.76468,America/New_York,
Middlebury State Airport,,,US,,,43.98541,-73.09643,America/New_York,
Middlesboro-Bell County Airport,,,US,,,36.61,-83.73722,America/New_York,
Middleton Field,,KGZH,US,Evergreen,,31.41639,-87.04541,America/Chicago,
Middleton Island Airport,MDO,PAMD,US,Middleton Island,,59.44972,-146.30861,America/Anchorage,
Middleton Municipal Airport,,,US,Middleton,,43.112736,-89.532238,America/Chicago,
Middletown Regional Airport/Hook Field,MWO,KMWO,US,Middletown,MWO,39.52912,-84.39356,America/New_York,
Midland Airpark,MDD,KMDD,US,Midland,MDD,32.03458,-102.09642,America/Chicago,
Midland International Airport,MAF,KMAF,US,Midland,MAF,31.94262,-102.20208,America/Chicago,2816.0
Midwest National Air Center,,KGPH,US,Excelsior Springs,MKC,39.32934,-94.30833,America/Chicago,
Mifflin County Airport,RED,KRVL,US,Reedsville,SCE,40.67693,-77.62746,America/New_York,
Milford Municipal Airport,MLF,KMLF,US,Milford,,38.42663,-113.01246,America/Denver,
Millard Airport,MIQ,KMLE,US,Omaha,OMA,41.19509,-96.11264,America/Chicago,
Miller Field,VTN,KVTN,US,Valentine,VTN,42.85751,-100.54763,America/Chicago,
Miller Municipal Airport,MKA,KMKA,US,Miller,,44.51905,-98.95671,America/Chicago,
"Millington, Millington Municipal Airport",NQA,KNQA,US,Millington,,35.35667,-89.87028,America/Chicago,
Millinocket Municipal Airport,MLT,KMLT,US,Millinocket,MLT,45.64783,-68.68503,America/New_York,
Millville Municipal Airport,MIV,KMIV,US,Millville,MIV,39.36789,-75.07296,America/New_York,
"Milton, Whiting Field Naval Air Station North",NSE,KNSE,US,Milton,CEW,30.72417,-87.02194,America/Chicago,
"Milton, Whiting Field South",,KNDZ,US,Crestview,CEW,30.69722,-87.02,America/Chicago,
Minchumina Airport,LMA,PAMH,US,Minchumina,LMA,63.88215,-152.31093,America/Anchorage,
Minden Airport,,KMNE,US,Shreveport,SHV,32.64137,-93.30025,America/Chicago,
Minden-Tahoe Airport,MEV,KMEV,US,Minden,CSN,39.00071,-119.75538,America/Los_Angeles,
Mineral Wells Airport,MWL,KMWL,US,Mineral Wells,WEA,32.78549,-98.05946,America/Chicago,
Minneapolis-St Paul International Airport,MSP,KMSP,US,Minneapolis,MSP,44.88217,-93.20835,America/Chicago,68909.0
Minot Air Force Base,MIB,KMIB,US,Minot,MOT,48.41557,-101.35766,America/Chicago,
Minot International Airport,MOT,KMOT,US,Minot,MOT,48.25945,-101.281,America/Chicago,1117.0
Minto Al Wright Airport,MNT,,US,Minto,MNT,65.14712,-149.36631,America/Anchorage,
Minute Man Air Field,MMN,,US,Stow,MMN,42.46133,-71.5169,America/New_York,
Miramar Marine Corps Air Station,NKX,KNKX,US,San Diego,SAN,32.87276,-117.13958,America/Los_Angeles,
Mission Field,LVM,KLVM,US,Livingston,LVM,45.6991,-110.44881,America/Denver,
Mississippi County Airport,,KCHQ,US,Charleston,,36.84615,-89.35835,America/Chicago,
Missoula International Airport,MSO,KMSO,US,Missoula,MSO,46.91603,-114.0915,America/Denver,1897.0
Mitchell Municipal Airport,MHE,KMHE,US,Mitchell,MHE,43.77471,-98.03841,America/Chicago,
Mobile Downtown Airport,BFM,KBFM,US,Mobile,MOB,30.62812,-88.06921,America/Chicago,
Mobile Regional Airport,MOB,KMOB,US,Mobile,MOB,30.68825,-88.24195,America/Chicago,2496.0
Mobridge Municipal Airport,MBG,KMBG,US,Mobridge,MBG,45.54999,-100.40041,America/Chicago,
Modesto City-County Airport,MOD,KMOD,US,Modesto,MOD,37.62549,-120.95521,America/Los_Angeles,
Moffett Federal Airfield,NUQ,KNUQ,US,Mountain View,NUQ,37.41352,-122.05404,America/Los_Angeles,
Mohall Municipal Airport,,KHBC,US,Mohall,,48.76639,-101.53447,America/Chicago,
Mojave Airport,MHV,KMHV,US,Mojave,MHV,35.05803,-118.15174,America/Los_Angeles,
Molokai Airport,MKK,PHMK,US,Kaunakakai,MKK,21.15152,-157.09748,Pacific/Honolulu,
Mondell Field,ECS,KECS,US,Newcastle,,43.88755,-104.31579,America/Denver,
Monett Municipal Airport,,KHFJ,US,Joplin,JLN,36.91152,-94.01099,America/Chicago,
Monmouth Executive Airport,BLM,KBLM,US,Belmar/Farmingdale,BLM,40.19011,-74.12959,America/New_York,
Monroe County Airport,BMG,KBMG,US,Bloomington,BMG,39.13828,-86.6173,America/Indiana/Indianapolis,
Monroe County Airport,,KMNV,US,Madisonville,,35.54557,-84.38162,America/New_York,
Monroe County Airport,MVC,KMVC,US,Monroeville,,31.46329,-87.34934,America/Chicago,
Monroe Municipal Airport,,KEFT,US,Monroe,JVL,42.61501,-89.58984,America/Chicago,
Monroe Regional Airport,MLU,KMLU,US,Monroe,MLU,32.5107,-92.03763,America/Chicago,935.0
Montague Airport-Yreka Rohrer Field,ROF,,US,Montague,SIY,41.73044,-122.54355,America/Los_Angeles,
Montauk Airport,MTP,KMTP,US,Montauk,MTP,41.07649,-71.92007,America/New_York,
Monte Vista Municipal Airport,,KMVI,US,Monte Vista,,37.53532,-106.04527,America/Denver,
Monterey Regional Airport,MRY,KMRY,US,Monterey,MRY,36.5879,-121.83939,America/Los_Angeles,2003.0
Montevideo-Chippewa County Airport,MVE,KMVE,US,Montevideo,MVE,44.97001,-95.71472,America/Chicago,
Montgomery County Airpark,GAI,KGAI,US,Gaithersburg,GAI,39.16841,-77.16368,America/New_York,
Montgomery County Airport,CXO,KCXO,US,Houston,CXO,30.35188,-95.41466,America/Chicago,
Montgomery Field Airport,MYF,KMYF,US,San Diego,SAN,32.81588,-117.14114,America/Los_Angeles,
Monticello Municipal Airport,,KLLQ,US,Monticello,,33.63844,-91.75096,America/Chicago,
Monticello Airport,MXC,,US,Monticello,,37.93524,-109.34176,America/Denver,
Monticello Regional Airport,MXO,KMXO,US,Monticello,,42.22611,-91.16708,America/Chicago,
Montrose Regional Airport,MTJ,KMTJ,US,Montrose,MTJ,38.5086,-107.89423,America/Denver,
Monument Valley Airport,GMV,,US,Oljato-Monument Valley,,37.01743,-110.20221,America/Denver,
Moody Air Force Base,VAD,KVAD,US,Valdosta,VLD,30.96862,-83.19306,America/New_York,
Moontown Airport,,,US,Huntsville,HSV,34.74731,-86.46138,America/Chicago,
Moore County Airport,,KDUX,US,Dumas,,35.85782,-102.01351,America/Chicago,
Moore County Airport,SOP,KSOP,US,Carthage,SOP,35.23738,-79.38864,America/New_York,
Moore-Murrell Airport,MOR,KMOR,US,Morristown,MOR,36.17862,-83.37663,America/New_York,
Mooreland Municipal Airport,MDF,KMDF,US,Mooreland,,36.48125,-99.1933,America/Chicago,
Moorhead Municipal Airport,,KJKJ,US,Moorhead,FAR,46.83803,-96.65484,America/Chicago,
Moose Lake Carlton County Airport,,KMZH,US,Moose Lake,,46.42041,-92.8011,America/Chicago,
Mora Municipal Airport,,KJMR,US,Mora,,45.88579,-93.27189,America/Chicago,
Morehouse Memorial Airport,,KBQP,US,Bastrop,,32.75611,-91.88056,America/Chicago,
Morgantown Municipal Airport,MGW,KMGW,US,Morgantown,MGW,39.64286,-79.91617,America/New_York,376.0
Morrilton Municipal Airport,,KBDQ,US,Morrilton,,35.138,-92.71329,America/Chicago,
Morris Municipal Airport - Charlie Schmidt Field,MOX,KMOX,US,Morris,,45.57039,-95.9684,America/Chicago,
Morris Municipal Airport-James R. Washburn Field,,,US,Romeoville,LOT,41.42528,-88.41861,America/Chicago,
Morristown Municipal Airport,MMU,KMMU,US,Morristown,MMU,40.79927,-74.41432,America/New_York,
Morrisville-Stowe State Airport,MVL,KMVL,US,Morrisville,MVL,44.53734,-72.61528,America/New_York,
Moser Bay Seaplane Base,KMY,,US,Moser Bay,KMY,57.02584,-154.14532,America/Anchorage,
Moses Point Airport,MOS,,US,Elim,,64.69472,-162.06215,America/Nome,
Moultrie Municipal Airport,MGR,KMGR,US,Moultrie,,31.08631,-83.80643,America/New_York,
Mount Airy/Surry County Airport,,KMWK,US,Mount Airy,,36.45708,-80.55408,America/New_York,
Mount Carmel Municipal Airport,,KAJG,US,Mount Carmel,,38.60644,-87.72669,America/Chicago,
Mount Pleasant Airport,MSD,,US,,,39.52967,-111.47265,America/Denver,
Mount Pleasant Municipal Airport,MOP,KMOP,US,Mount Pleasant,MOP,43.61985,-84.73792,America/Detroit,
Mount Pleasant Municipal Airport,MPZ,KMPZ,US,Mount Pleasant,BRL,40.9473,-91.51382,America/Chicago,
Mount Pleasant Regional Airport,,KLRO,US,Mount Pleasant,CHS,32.89795,-79.78286,America/New_York,
Mount Pleasant Regional Airport,MPS,KOSA,US,Mount Pleasant,,33.09528,-94.96139,America/Chicago,
Mount Sterling-Montgomery County Airport,,KIOB,US,Mount Sterling,,38.05814,-83.97958,America/New_York,
Mount Sterling Municipal Airport,,,US,,,39.9875,-90.80417,America/Chicago,
Mount Vernon Hospital Heliport,,,US,Washington,WAS,38.74039,-77.0772,America/New_York,
Mount Vernon Airport,MVN,KMVN,US,Mount Vernon,MVN,38.32239,-88.85543,America/Chicago,
Mount Washington Observatory,,KMWN,US,,,44.270278,-71.303333,America/New_York,
Mount Washington Regional Airport,HIE,KHIE,US,Whitefield,HIE,44.36757,-71.54553,America/New_York,
Mountain Empire Airport,,KMKJ,US,Rural Retreat,,36.894901,-81.349899,America/New_York,
Mountain Home Air Force Base,MUO,KMUO,US,Mountain Home,MUO,43.04963,-115.86561,America/Boise,
Mountain View Airport,,KMNF,US,Mountain View,,36.9927,-91.70619,America/Chicago,
Mountain Village Airport,MOU,PAMO,US,Mountain Village,MOU,62.09468,-163.68527,America/Nome,
Muir Army Airfield,MUI,KMUI,US,Fort Indiantown Gap(Annville),HAR,40.43481,-76.56941,America/New_York,
Muldrow Army Heliport,,KHMY,US,Lexington,,35.0264015198,-97.2315979004,America/Chicago,
Murfreesboro Municipal Airport,,KMBT,US,Smyrna,MQY,35.8763,-86.37764,America/Chicago,
Murray-Calloway County Airport,CEY,KCEY,US,Murray,,36.66458,-88.37278,America/Chicago,
Murray Field,EKA,KEKA,US,Eureka,EKA,40.80354,-124.11427,America/Los_Angeles,
