departure_date_time,arrival_date_time,is_self_transfer,flight_id,itinerary_id,origin_airport_id,destination_airport_id
2025-04-02 07:45:00,2025-04-02 10:17:00,True,5,it19,ap5,ap9
2025-04-02 13:17:00,2025-04-02 14:40:00,True,20,it19,ap9,ap7
2025-04-02 13:17:00,2025-04-02 14:40:00,True,20,it20,ap9,ap7
2025-04-02 13:24:00,2025-04-02 16:14:00,True,8,it21,ap5,ap7
2025-04-02 17:15:00,2025-04-02 20:10:00,True,9,it22,ap5,ap7
2025-04-02 06:45:00,2025-04-02 09:40:00,True,10,it23,ap5,ap7
2025-04-02 19:40:00,2025-04-02 22:14:00,True,11,it24,ap5,ap7
2025-04-02 14:00:00,2025-04-02 16:34:00,True,12,it25,ap5,ap7
2025-04-02 09:00:00,2025-04-02 10:01:00,True,21,it26,ap5,ap6
2025-04-02 10:45:00,2025-04-02 13:32:00,True,22,it26,ap6,ap7
2025-04-02 06:15:00,2025-04-02 07:30:00,True,15,it27,ap5,ap6
2025-04-02 10:15:00,2025-04-02 13:00:00,True,23,it27,ap6,ap7
2025-04-03 07:00:00,2025-04-03 07:59:00,True,3,it28,ap1,ap4
2025-04-03 07:45:00,2025-04-03 10:08:00,True,5,it29,ap5,ap9
2025-04-03 11:22:00,2025-04-03 12:43:00,True,6,it29,ap9,ap7
2025-04-03 06:15:00,2025-04-03 08:44:00,True,4,it30,ap5,ap9
2025-04-03 18:15:00,2025-04-03 20:39:00,True,24,it31,ap5,ap9
2025-04-03 22:34:00,2025-04-03 23:57:00,True,25,it31,ap9,ap7
2025-04-03 13:24:00,2025-04-03 16:14:00,True,8,it32,ap5,ap7
2025-04-03 06:45:00,2025-04-03 09:40:00,True,10,it33,ap5,ap7
2025-04-03 17:15:00,2025-04-03 20:10:00,True,9,it34,ap5,ap7
2025-04-03 14:00:00,2025-04-03 16:34:00,True,12,it35,ap5,ap7
2025-04-03 19:40:00,2025-04-03 22:14:00,True,11,it36,ap5,ap7
2025-04-03 06:15:00,2025-04-03 07:30:00,True,15,it37,ap5,ap6
2025-04-03 08:05:00,2025-04-03 10:47:00,True,16,it37,ap6,ap7
2025-04-04 07:45:00,2025-04-04 10:08:00,True,1,it38,ap5,ap9
2025-04-04 11:22:00,2025-04-04 12:43:00,True,2,it38,ap9,ap7
2025-04-04 06:15:00,2025-04-04 08:44:00,True,26,it39,ap5,ap9
2025-04-04 18:15:00,2025-04-04 20:39:00,True,27,it40,ap5,ap9
2025-04-04 22:34:00,2025-04-04 23:57:00,True,28,it40,ap9,ap7
2025-04-04 07:45:00,2025-04-04 10:08:00,True,1,it41,ap5,ap9
2025-04-04 06:15:00,2025-04-04 08:44:00,True,26,it42,ap5,ap9
2025-04-04 06:15:00,2025-04-04 08:44:00,True,4,it43,ap5,ap9
2025-04-04 18:15:00,2025-04-04 20:39:00,True,24,it44,ap5,ap9
2025-04-04 22:34:00,2025-04-04 23:57:00,True,25,it44,ap9,ap7
2025-04-04 17:20:00,2025-04-04 20:00:00,True,9,it45,ap5,ap7
2025-04-04 06:45:00,2025-04-04 09:29:00,True,10,it46,ap5,ap7
2025-04-04 13:29:00,2025-04-04 16:14:00,True,8,it47,ap5,ap7
2025-04-04 15:14:00,2025-04-04 16:09:00,True,17,it48,ap5,ap6
2025-04-04 16:45:00,2025-04-04 19:16:00,True,29,it48,ap6,ap7
2025-04-04 06:30:00,2025-04-04 07:25:00,True,15,it49,ap5,ap6
2025-04-04 08:15:00,2025-04-04 10:56:00,True,16,it49,ap6,ap7
2025-04-04 13:15:00,2025-04-04 14:10:00,True,30,it50,ap5,ap6
2025-04-04 15:18:00,2025-04-04 17:56:00,True,14,it50,ap6,ap7
2025-04-05 12:20:00,2025-04-05 14:37:00,True,31,it51,ap5,ap9
2025-04-05 15:25:00,2025-04-05 16:46:00,True,32,it51,ap9,ap7
2025-04-05 07:45:00,2025-04-05 10:08:00,True,1,it52,ap5,ap9
2025-04-05 11:22:00,2025-04-05 12:43:00,True,2,it52,ap9,ap7
2025-04-05 18:15:00,2025-04-05 20:39:00,True,27,it53,ap5,ap9
2025-04-05 22:34:00,2025-04-05 23:57:00,True,28,it53,ap9,ap7
2025-04-05 06:15:00,2025-04-05 08:46:00,True,26,it54,ap5,ap9
2025-04-05 11:22:00,2025-04-05 12:43:00,True,2,it54,ap9,ap7
2025-04-05 12:20:00,2025-04-05 14:37:00,True,7,it55,ap5,ap9
2025-04-05 15:25:00,2025-04-05 16:46:00,True,33,it55,ap9,ap7
2025-04-05 06:15:00,2025-04-05 08:46:00,True,4,it56,ap5,ap9
2025-04-05 07:45:00,2025-04-05 10:08:00,True,5,it57,ap5,ap9
2025-04-05 11:22:00,2025-04-05 12:43:00,True,6,it57,ap9,ap7
2025-04-05 12:20:00,2025-04-05 14:37:00,True,7,it58,ap5,ap9
2025-04-05 18:15:00,2025-04-05 20:39:00,True,24,it59,ap5,ap9
2025-04-05 22:34:00,2025-04-05 23:57:00,True,25,it59,ap9,ap7
2025-04-05 17:20:00,2025-04-05 20:00:00,True,9,it60,ap5,ap7
2025-04-05 06:45:00,2025-04-05 09:29:00,True,10,it61,ap5,ap7
2025-04-05 13:29:00,2025-04-05 16:14:00,True,8,it62,ap5,ap7
2025-04-05 14:00:00,2025-04-05 16:34:00,True,12,it63,ap5,ap7
2025-04-05 19:40:00,2025-04-05 22:14:00,True,11,it64,ap5,ap7
2025-04-05 06:30:00,2025-04-05 07:25:00,True,15,it65,ap5,ap6
2025-04-05 08:15:00,2025-04-05 10:56:00,True,16,it65,ap6,ap7
2025-04-05 06:15:00,2025-04-05 08:46:00,True,4,it56,ap5,ap9
2025-04-05 08:00:00,2025-04-05 08:55:00,True,34,it66,ap5,ap6
2025-04-05 10:35:00,2025-04-05 13:22:00,True,22,it66,ap6,ap7
2025-04-05 07:00:00,2025-04-05 08:03:00,True,35,it67,ap5,ap6
2025-04-05 10:35:00,2025-04-05 13:22:00,True,22,it67,ap6,ap7
2025-04-06 07:00:00,2025-04-06 07:59:00,True,3,it68,ap1,ap4
2025-04-06 21:15:00,2025-04-06 22:54:00,True,19,it69,ap9,ap7
2025-04-06 07:00:00,2025-04-06 07:59:00,True,3,it70,ap1,ap4
2025-04-06 06:15:00,2025-04-06 08:44:00,True,4,it71,ap5,ap9
2025-04-06 17:20:00,2025-04-06 20:00:00,True,9,it72,ap5,ap7
2025-04-06 06:45:00,2025-04-06 09:29:00,True,10,it73,ap5,ap7
2025-04-06 13:29:00,2025-04-06 16:14:00,True,8,it74,ap5,ap7
2025-04-06 14:00:00,2025-04-06 16:34:00,True,12,it75,ap5,ap7
2025-04-06 19:40:00,2025-04-06 22:14:00,True,11,it76,ap5,ap7
2025-04-06 06:30:00,2025-04-06 07:25:00,True,15,it77,ap5,ap6
2025-04-06 08:15:00,2025-04-06 10:56:00,True,16,it77,ap6,ap7
2025-04-06 09:00:00,2025-04-06 10:01:00,True,21,it78,ap5,ap6
2025-04-06 10:40:00,2025-04-06 13:27:00,True,22,it78,ap6,ap7
2025-04-06 11:00:00,2025-04-06 12:03:00,True,36,it79,ap5,ap6
2025-04-06 13:15:00,2025-04-06 16:02:00,True,37,it79,ap6,ap7
2025-04-06 09:00:00,2025-04-06 10:01:00,True,21,it80,ap5,ap6
2025-04-06 13:15:00,2025-04-06 16:02:00,True,37,it80,ap6,ap7
2025-04-07 07:00:00,2025-04-07 07:59:00,True,3,it81,ap1,ap4
2025-04-07 21:15:00,2025-04-07 22:54:00,True,19,it82,ap9,ap7
2025-04-07 06:15:00,2025-04-07 08:44:00,True,4,it83,ap5,ap9
2025-04-07 18:15:00,2025-04-07 20:39:00,True,24,it84,ap5,ap9
2025-04-07 22:34:00,2025-04-07 23:57:00,True,25,it84,ap9,ap7
2025-04-07 07:45:00,2025-04-07 10:08:00,True,5,it85,ap5,ap9
2025-04-07 17:20:00,2025-04-07 20:00:00,True,9,it86,ap5,ap7
2025-04-07 06:45:00,2025-04-07 09:29:00,True,10,it87,ap5,ap7
2025-04-07 13:29:00,2025-04-07 16:14:00,True,8,it88,ap5,ap7
2025-04-07 15:14:00,2025-04-07 16:09:00,True,17,it89,ap5,ap6
2025-04-07 16:45:00,2025-04-07 19:16:00,True,29,it89,ap6,ap7
2025-04-07 06:30:00,2025-04-07 07:25:00,True,15,it90,ap5,ap6
2025-04-07 08:15:00,2025-04-07 10:56:00,True,16,it90,ap6,ap7
2025-04-07 13:15:00,2025-04-07 14:10:00,True,30,it91,ap5,ap6
2025-04-07 15:18:00,2025-04-07 17:56:00,True,14,it91,ap6,ap7
2025-04-08 14:00:00,2025-04-08 16:34:00,True,38,it92,ap5,ap7
2025-04-08 19:40:00,2025-04-08 22:14:00,True,39,it93,ap5,ap7
2025-04-08 14:00:00,2025-04-08 16:34:00,True,12,it94,ap5,ap7
2025-04-08 06:45:00,2025-04-08 09:29:00,True,10,it95,ap5,ap7
2025-04-08 13:29:00,2025-04-08 16:14:00,True,8,it96,ap5,ap7
2025-04-08 13:29:00,2025-04-08 16:14:00,True,40,it97,ap5,ap7
2025-04-08 21:15:00,2025-04-08 22:54:00,True,19,it98,ap9,ap7
2025-04-08 06:15:00,2025-04-08 08:44:00,True,4,it99,ap5,ap9
2025-04-08 07:45:00,2025-04-08 10:08:00,True,5,it100,ap5,ap9
2025-04-08 11:22:00,2025-04-08 12:43:00,True,6,it100,ap9,ap7
2025-04-08 12:20:00,2025-04-08 14:37:00,True,7,it101,ap5,ap9
2025-04-08 19:40:00,2025-04-08 22:14:00,True,39,it93,ap5,ap7
2025-04-08 14:00:00,2025-04-08 16:34:00,True,38,it92,ap5,ap7
2025-04-08 17:20:00,2025-04-08 20:00:00,True,9,it102,ap5,ap7
2025-04-08 06:45:00,2025-04-08 09:29:00,True,10,it95,ap5,ap7
2025-04-08 13:29:00,2025-04-08 16:14:00,True,8,it96,ap5,ap7
2025-04-08 11:00:00,2025-04-08 12:03:00,True,41,it103,ap5,ap6
2025-04-08 13:15:00,2025-04-08 16:02:00,True,42,it103,ap6,ap7
2025-04-08 17:30:00,2025-04-08 18:30:00,True,43,it104,ap5,ap6
2025-04-08 19:59:00,2025-04-08 22:50:00,True,44,it104,ap6,ap7
2025-04-08 17:00:00,2025-04-08 18:21:00,True,45,it105,ap5,ap3
2025-04-08 19:30:00,2025-04-08 22:45:00,True,46,it105,ap3,ap7
2025-04-08 09:00:00,2025-04-08 10:01:00,True,47,it106,ap5,ap6
2025-04-08 13:15:00,2025-04-08 16:02:00,True,42,it106,ap6,ap7
2025-04-08 16:18:00,2025-04-08 18:12:00,True,48,it107,ap5,ap8
2025-04-08 20:44:00,2025-04-08 23:44:00,True,49,it107,ap8,ap7
2025-04-08 15:14:00,2025-04-08 16:09:00,True,17,it108,ap5,ap6
2025-04-08 16:45:00,2025-04-08 19:16:00,True,29,it108,ap6,ap7
2025-04-08 18:20:00,2025-04-08 19:15:00,True,50,it109,ap5,ap6
2025-04-08 20:35:00,2025-04-08 23:26:00,True,51,it109,ap6,ap7
2025-04-09 06:15:00,2025-04-09 08:44:00,True,26,it110,ap5,ap9
2025-04-09 07:45:00,2025-04-09 10:08:00,True,1,it111,ap5,ap9
2025-04-09 11:22:00,2025-04-09 12:43:00,True,2,it111,ap9,ap7
2025-04-09 12:20:00,2025-04-09 14:37:00,True,31,it112,ap5,ap9
2025-04-09 18:15:00,2025-04-09 20:39:00,True,27,it113,ap5,ap9
2025-04-09 22:34:00,2025-04-09 23:57:00,True,28,it113,ap9,ap7
2025-04-09 06:15:00,2025-04-09 08:44:00,True,4,it114,ap5,ap9
2025-04-09 07:45:00,2025-04-09 10:08:00,True,5,it115,ap5,ap9
2025-04-09 11:22:00,2025-04-09 12:43:00,True,6,it115,ap9,ap7
2025-04-09 12:20:00,2025-04-09 14:37:00,True,7,it116,ap5,ap9
2025-04-09 18:15:00,2025-04-09 20:39:00,True,24,it117,ap5,ap9
2025-04-09 22:34:00,2025-04-09 23:57:00,True,25,it117,ap9,ap7
2025-04-09 17:20:00,2025-04-09 20:00:00,True,9,it118,ap5,ap7
2025-04-09 06:45:00,2025-04-09 09:29:00,True,10,it119,ap5,ap7
2025-04-09 13:29:00,2025-04-09 16:14:00,True,8,it120,ap5,ap7
2025-04-09 19:40:00,2025-04-09 22:14:00,True,11,it121,ap5,ap7
2025-04-09 14:00:00,2025-04-09 16:34:00,True,12,it122,ap5,ap7
2025-04-09 18:20:00,2025-04-09 19:15:00,True,50,it123,ap5,ap6
2025-04-09 20:35:00,2025-04-09 23:26:00,True,51,it123,ap6,ap7
2025-04-09 15:14:00,2025-04-09 16:09:00,True,17,it124,ap5,ap6
2025-04-09 18:45:00,2025-04-09 21:31:00,True,18,it124,ap6,ap7
2025-04-09 06:30:00,2025-04-09 07:25:00,True,15,it125,ap5,ap6
2025-04-09 10:15:00,2025-04-09 12:56:00,True,23,it125,ap6,ap7
2025-04-10 07:00:00,2025-04-10 07:59:00,True,3,it126,ap1,ap4
2025-04-10 21:45:00,2025-04-10 23:16:00,True,19,it127,ap9,ap7
2025-04-10 21:45:00,2025-04-10 23:16:00,True,19,it128,ap9,ap7
2025-04-10 07:45:00,2025-04-10 10:08:00,True,5,it129,ap5,ap9
2025-04-10 11:22:00,2025-04-10 12:43:00,True,6,it129,ap9,ap7
2025-04-10 06:15:00,2025-04-10 08:44:00,True,4,it130,ap5,ap9
2025-04-10 17:20:00,2025-04-10 20:00:00,True,9,it131,ap5,ap7
2025-04-10 06:45:00,2025-04-10 09:29:00,True,10,it132,ap5,ap7
2025-04-10 13:29:00,2025-04-10 16:14:00,True,8,it133,ap5,ap7
2025-04-10 19:40:00,2025-04-10 22:14:00,True,11,it134,ap5,ap7
2025-04-10 14:00:00,2025-04-10 16:34:00,True,12,it135,ap5,ap7
2025-04-10 06:30:00,2025-04-10 07:25:00,True,15,it136,ap5,ap6
2025-04-10 08:15:00,2025-04-10 10:56:00,True,16,it136,ap6,ap7
2025-04-10 09:00:00,2025-04-10 10:01:00,True,21,it137,ap5,ap6
2025-04-10 10:45:00,2025-04-10 13:32:00,True,22,it137,ap6,ap7
2025-04-10 11:00:00,2025-04-10 12:03:00,True,36,it138,ap5,ap6
2025-04-10 13:15:00,2025-04-10 16:02:00,True,37,it138,ap6,ap7
2025-04-11 06:15:00,2025-04-11 08:44:00,True,26,it139,ap5,ap9
2025-04-11 12:20:00,2025-04-11 14:37:00,True,31,it140,ap5,ap9
2025-04-11 07:45:00,2025-04-11 10:08:00,True,1,it141,ap5,ap9
2025-04-11 07:45:00,2025-04-11 10:08:00,True,1,it142,ap5,ap9
2025-04-11 06:15:00,2025-04-11 08:44:00,True,26,it143,ap5,ap9
2025-04-11 07:45:00,2025-04-11 10:08:00,True,1,it144,ap5,ap9
2025-04-11 23:15:00,2025-04-12 00:39:00,True,52,it145,ap5,ap3
2025-04-12 07:14:00,2025-04-12 10:12:00,True,53,it145,ap3,ap9
2025-04-11 18:15:00,2025-04-11 20:39:00,True,27,it146,ap5,ap9
2025-04-11 06:15:00,2025-04-11 08:44:00,True,4,it147,ap5,ap9
2025-04-11 07:45:00,2025-04-11 10:08:00,True,5,it148,ap5,ap9
2025-04-11 17:20:00,2025-04-11 20:00:00,True,9,it149,ap5,ap7
2025-04-11 06:45:00,2025-04-11 09:29:00,True,10,it150,ap5,ap7
2025-04-11 13:29:00,2025-04-11 16:14:00,True,8,it151,ap5,ap7
2025-04-11 19:40:00,2025-04-11 22:14:00,True,11,it152,ap5,ap7
2025-04-11 14:00:00,2025-04-11 16:34:00,True,12,it153,ap5,ap7
2025-04-11 06:30:00,2025-04-11 07:25:00,True,15,it154,ap5,ap6
2025-04-11 08:15:00,2025-04-11 10:56:00,True,16,it154,ap6,ap7
2025-04-11 18:20:00,2025-04-11 19:15:00,True,50,it155,ap5,ap6
2025-04-11 20:35:00,2025-04-11 23:26:00,True,51,it155,ap6,ap7
2025-04-11 06:15:00,2025-04-11 08:44:00,True,4,it147,ap5,ap9
2025-04-11 15:14:00,2025-04-11 16:09:00,True,17,it156,ap5,ap6
2025-04-11 20:35:00,2025-04-11 23:26:00,True,51,it156,ap6,ap7
2025-04-12 14:00:00,2025-04-12 16:34:00,True,38,it157,ap5,ap7
2025-04-12 19:40:00,2025-04-12 22:14:00,True,39,it158,ap5,ap7
2025-04-12 13:29:00,2025-04-12 16:14:00,True,40,it159,ap5,ap7
2025-04-12 12:20:00,2025-04-12 14:37:00,True,31,it160,ap5,ap9
2025-04-12 15:25:00,2025-04-12 16:46:00,True,32,it160,ap9,ap7
2025-04-12 06:15:00,2025-04-12 08:46:00,True,26,it161,ap5,ap9
2025-04-12 07:45:00,2025-04-12 10:08:00,True,1,it162,ap5,ap9
2025-04-12 11:22:00,2025-04-12 12:43:00,True,2,it162,ap9,ap7
2025-04-12 07:00:00,2025-04-12 08:03:00,True,54,it163,ap5,ap6
2025-04-12 09:30:00,2025-04-12 12:17:00,True,55,it163,ap6,ap7
2025-04-12 08:00:00,2025-04-12 08:55:00,True,56,it164,ap5,ap6
2025-04-12 10:35:00,2025-04-12 13:22:00,True,57,it164,ap6,ap7
2025-04-12 12:20:00,2025-04-12 14:37:00,True,7,it165,ap5,ap9
2025-04-12 15:25:00,2025-04-12 16:46:00,True,33,it165,ap9,ap7
2025-04-12 06:15:00,2025-04-12 08:46:00,True,4,it166,ap5,ap9
2025-04-12 12:20:00,2025-04-12 14:37:00,True,7,it167,ap5,ap9
2025-04-12 19:40:00,2025-04-12 22:14:00,True,39,it158,ap5,ap7
2025-04-12 14:00:00,2025-04-12 16:34:00,True,38,it157,ap5,ap7
2025-04-12 17:20:00,2025-04-12 20:00:00,True,9,it168,ap5,ap7
2025-04-12 06:45:00,2025-04-12 09:29:00,True,10,it169,ap5,ap7
2025-04-12 13:29:00,2025-04-12 16:14:00,True,8,it170,ap5,ap7
2025-04-12 07:00:00,2025-04-12 08:03:00,True,54,it163,ap5,ap6
2025-04-12 09:30:00,2025-04-12 12:17:00,True,55,it163,ap6,ap7
2025-04-12 08:00:00,2025-04-12 08:55:00,True,56,it164,ap5,ap6
2025-04-12 10:35:00,2025-04-12 13:22:00,True,57,it164,ap6,ap7
2025-04-12 17:00:00,2025-04-12 18:21:00,True,45,it171,ap5,ap3
2025-04-12 19:30:00,2025-04-12 22:45:00,True,46,it171,ap3,ap7
2025-04-12 17:30:00,2025-04-12 18:30:00,True,43,it172,ap5,ap6
2025-04-12 20:30:00,2025-04-12 23:21:00,True,44,it172,ap6,ap7
2025-04-12 16:18:00,2025-04-12 18:12:00,True,48,it173,ap5,ap8
2025-04-12 20:44:00,2025-04-12 23:44:00,True,49,it173,ap8,ap7
2025-04-12 19:40:00,2025-04-12 22:14:00,True,11,it174,ap5,ap7
2025-04-12 14:00:00,2025-04-12 16:34:00,True,12,it175,ap5,ap7
2025-04-12 15:14:00,2025-04-12 16:09:00,True,17,it176,ap5,ap6
2025-04-12 16:45:00,2025-04-12 19:16:00,True,29,it176,ap6,ap7
2025-04-12 06:30:00,2025-04-12 07:25:00,True,15,it177,ap5,ap6
2025-04-12 08:15:00,2025-04-12 10:56:00,True,16,it177,ap6,ap7
2025-04-12 08:00:00,2025-04-12 08:55:00,True,34,it178,ap5,ap6
2025-04-12 10:35:00,2025-04-12 13:22:00,True,22,it178,ap6,ap7
2025-04-13 07:00:00,2025-04-13 07:59:00,True,3,it179,ap1,ap4
2025-04-13 07:00:00,2025-04-13 07:59:00,True,3,it180,ap1,ap4
2025-04-13 06:15:00,2025-04-13 08:44:00,True,4,it181,ap5,ap9
2025-04-13 12:20:00,2025-04-13 14:37:00,True,7,it182,ap5,ap9
2025-04-13 17:20:00,2025-04-13 20:00:00,True,9,it183,ap5,ap7
2025-04-13 06:45:00,2025-04-13 09:29:00,True,10,it184,ap5,ap7
2025-04-13 13:29:00,2025-04-13 16:14:00,True,8,it185,ap5,ap7
2025-04-13 19:40:00,2025-04-13 22:14:00,True,11,it186,ap5,ap7
2025-04-13 14:00:00,2025-04-13 16:34:00,True,12,it187,ap5,ap7
2025-04-13 06:30:00,2025-04-13 07:25:00,True,15,it188,ap5,ap6
2025-04-13 08:15:00,2025-04-13 10:56:00,True,16,it188,ap6,ap7
2025-04-13 11:00:00,2025-04-13 12:03:00,True,36,it189,ap5,ap6
2025-04-13 13:15:00,2025-04-13 16:02:00,True,37,it189,ap6,ap7
2025-04-14 07:00:00,2025-04-14 07:59:00,True,3,it190,ap1,ap4
2025-04-14 13:05:00,2025-04-14 14:04:00,True,58,it191,ap1,ap4
2025-04-14 10:15:00,2025-04-14 11:14:00,True,59,it192,ap1,ap4
2025-04-14 13:24:00,2025-04-14 15:40:00,True,60,it193,ap5,ap9
2025-04-14 06:15:00,2025-04-14 08:46:00,True,4,it194,ap5,ap9
2025-04-14 17:20:00,2025-04-14 20:00:00,True,9,it195,ap5,ap7
2025-04-14 06:45:00,2025-04-14 09:29:00,True,10,it196,ap5,ap7
2025-04-14 13:29:00,2025-04-14 16:14:00,True,8,it197,ap5,ap7
2025-04-14 14:00:00,2025-04-14 16:34:00,True,12,it198,ap5,ap7
2025-04-14 19:40:00,2025-04-14 22:14:00,True,11,it199,ap5,ap7
2025-04-14 15:14:00,2025-04-14 16:09:00,True,17,it200,ap5,ap6
2025-04-14 16:45:00,2025-04-14 19:16:00,True,29,it200,ap6,ap7
2025-04-14 06:30:00,2025-04-14 07:25:00,True,15,it201,ap5,ap6
2025-04-14 08:15:00,2025-04-14 10:56:00,True,16,it201,ap6,ap7
2025-04-15 07:00:00,2025-04-15 07:59:00,True,3,it202,ap1,ap4
2025-04-15 21:45:00,2025-04-15 23:16:00,True,19,it203,ap9,ap7
2025-04-15 21:45:00,2025-04-15 23:16:00,True,19,it204,ap9,ap7
2025-04-15 13:24:00,2025-04-15 15:40:00,True,60,it205,ap5,ap9
2025-04-15 06:15:00,2025-04-15 08:46:00,True,4,it206,ap5,ap9
2025-04-15 11:34:00,2025-04-15 13:49:00,True,7,it207,ap5,ap9
2025-04-15 15:13:00,2025-04-15 16:34:00,True,33,it207,ap9,ap7
2025-04-15 07:45:00,2025-04-15 10:08:00,True,5,it208,ap5,ap9
2025-04-15 11:32:00,2025-04-15 12:53:00,True,6,it208,ap9,ap7
2025-04-15 17:20:00,2025-04-15 20:00:00,True,9,it209,ap5,ap7
2025-04-15 06:45:00,2025-04-15 09:29:00,True,10,it210,ap5,ap7
2025-04-15 13:29:00,2025-04-15 16:14:00,True,8,it211,ap5,ap7
2025-04-15 19:40:00,2025-04-15 22:14:00,True,11,it212,ap5,ap7
2025-04-15 14:00:00,2025-04-15 16:34:00,True,12,it213,ap5,ap7
2025-04-15 15:14:00,2025-04-15 16:09:00,True,17,it214,ap5,ap6
2025-04-15 16:45:00,2025-04-15 19:16:00,True,29,it214,ap6,ap7
2025-04-15 06:30:00,2025-04-15 07:25:00,True,15,it215,ap5,ap6
2025-04-15 08:15:00,2025-04-15 10:56:00,True,16,it215,ap6,ap7
2025-04-15 13:15:00,2025-04-15 14:10:00,True,30,it216,ap5,ap6
2025-04-15 15:18:00,2025-04-15 17:56:00,True,14,it216,ap6,ap7
2025-04-15 11:35:00,2025-04-15 12:30:00,True,61,it217,ap5,ap6
2025-04-15 15:18:00,2025-04-15 17:56:00,True,14,it217,ap6,ap7
2025-04-16 19:40:00,2025-04-16 22:14:00,True,11,it218,ap5,ap7
2025-04-16 14:00:00,2025-04-16 16:34:00,True,12,it219,ap5,ap7
2025-04-16 13:24:00,2025-04-16 15:40:00,True,60,it220,ap5,ap9
2025-04-16 09:00:00,2025-04-16 10:01:00,True,21,it221,ap5,ap6
2025-04-16 10:45:00,2025-04-16 13:32:00,True,22,it221,ap6,ap7
2025-04-16 11:00:00,2025-04-16 12:03:00,True,36,it222,ap5,ap6
2025-04-16 13:15:00,2025-04-16 16:02:00,True,37,it222,ap6,ap7
2025-04-16 13:24:00,2025-04-16 15:40:00,True,60,it220,ap5,ap9
2025-04-16 11:34:00,2025-04-16 13:49:00,True,7,it223,ap5,ap9
2025-04-16 15:13:00,2025-04-16 16:34:00,True,33,it223,ap9,ap7
2025-04-16 17:20:00,2025-04-16 20:00:00,True,9,it224,ap5,ap7
2025-04-16 06:45:00,2025-04-16 09:29:00,True,10,it225,ap5,ap7
2025-04-16 13:29:00,2025-04-16 16:14:00,True,8,it226,ap5,ap7
2025-04-16 19:40:00,2025-04-16 22:14:00,True,11,it218,ap5,ap7
2025-04-16 14:00:00,2025-04-16 16:34:00,True,12,it219,ap5,ap7
2025-04-16 18:20:00,2025-04-16 19:15:00,True,50,it227,ap5,ap6
2025-04-16 20:35:00,2025-04-16 23:26:00,True,51,it227,ap6,ap7
2025-04-16 15:14:00,2025-04-16 16:09:00,True,17,it228,ap5,ap6
2025-04-16 18:45:00,2025-04-16 21:31:00,True,18,it228,ap6,ap7
2025-04-16 06:30:00,2025-04-16 07:25:00,True,15,it229,ap5,ap6
2025-04-16 10:15:00,2025-04-16 12:56:00,True,23,it229,ap6,ap7
2025-04-16 13:15:00,2025-04-16 14:10:00,True,30,it230,ap5,ap6
2025-04-16 18:45:00,2025-04-16 21:31:00,True,18,it230,ap6,ap7
2025-04-17 07:00:00,2025-04-17 07:59:00,True,3,it231,ap1,ap4
2025-04-17 21:45:00,2025-04-17 23:16:00,True,19,it232,ap9,ap7
2025-04-17 21:45:00,2025-04-17 23:16:00,True,19,it233,ap9,ap7
2025-04-17 13:24:00,2025-04-17 15:40:00,True,60,it234,ap5,ap9
2025-04-17 11:34:00,2025-04-17 13:49:00,True,7,it235,ap5,ap9
2025-04-17 15:13:00,2025-04-17 16:34:00,True,33,it235,ap9,ap7
